season,player,team,matches,minutes,goals,goals_per_match,minutes_per_goal
2027,Real_Player20,Real Sociedad,8,360,3,0.375,120.0
2027,Real_Player21,Real Sociedad,5,415,1,0.2,415.0
2027,Real_Player22,Real Sociedad,12,1068,2,0.16666666666666666,534.0
2027,Real_Player23,Real Sociedad,23,276,7,0.30434782608695654,39.42857142857143
2027,Real_Player24,Real Sociedad,3,111,1,0.3333333333333333,111.0
2027,Real_Player25,Real Sociedad,35,2625,12,0.34285714285714286,218.75
2027,Real_Player1,Real Betis,15,945,6,0.4,157.5
2027,Real_Player2,Real Betis,24,648,5,0.20833333333333334,129.6
2027,Real_Player3,Real Betis,25,1750,6,0.24,291.6666666666667
2027,Real_Player4,Real Betis,3,54,1,0.3333333333333333,54.0
2027,Real_Player5,Real Betis,15,1050,3,0.2,350.0
2027,Real_Player6,Real Betis,24,1632,8,0.3333333333333333,204.0
2027,Real_Player7,Real Betis,15,1020,4,0.26666666666666666,255.0
2027,Real_Player8,Real Betis,30,840,10,0.3333333333333333,84.0
2027,Real_Player9,Real Betis,23,782,2,0.08695652173913043,391.0
2027,Real_Player10,Real Betis,28,532,8,0.2857142857142857,66.5
2027,Real_Player11,Real Betis,25,2225,5,0.2,445.0
2027,Real_Player12,Real Betis,32,864,16,0.5,54.0
2027,Real_Player13,Real Betis,33,528,7,0.21212121212121213,75.42857142857143
2027,Real_Player14,Real Betis,23,690,6,0.2608695652173913,115.0
2027,Real_Player15,Real Betis,21,567,1,0.047619047619047616,567.0
2027,Real_Player16,Real Betis,23,1725,9,0.391304347826087,191.66666666666666
2027,Real_Player17,Real Betis,35,1470,7,0.2,210.0
2027,Real_Player18,Real Betis,7,455,3,0.42857142857142855,151.66666666666666
2027,Real_Player19,Real Betis,18,1296,6,0.3333333333333333,216.0
2027,Real_Player20,Real Betis,28,2324,6,0.21428571428571427,387.3333333333333
2027,Real_Player21,Real Betis,23,414,6,0.2608695652173913,69.0
2027,Real_Player22,Real Betis,11,1034,3,0.2727272727272727,344.6666666666667
2027,Real_Player23,Real Betis,11,539,2,0.18181818181818182,269.5
2027,Real_Player24,Real Betis,8,568,2,0.25,284.0
2027,Real_Player25,Real Betis,21,987,11,0.5238095238095238,89.72727272727273
2027,Villarreal_Player1,Villarreal,26,1586,6,0.23076923076923078,264.3333333333333
2027,Villarreal_Player2,Villarreal,20,980,12,0.6,81.66666666666667
2027,Villarreal_Player3,Villarreal,26,2314,8,0.3076923076923077,289.25
2027,Villarreal_Player4,Villarreal,8,664,2,0.25,332.0
2027,Villarreal_Player5,Villarreal,28,2212,10,0.35714285714285715,221.2
2027,Villarreal_Player6,Villarreal,0,0,0,0.0,0.0
2027,Villarreal_Player7,Villarreal,30,1170,8,0.26666666666666666,146.25
2027,Villarreal_Player8,Villarreal,23,483,11,0.4782608695652174,43.90909090909091
2027,Villarreal_Player9,Villarreal,35,1715,10,0.2857142857142857,171.5
2027,Villarreal_Player10,Villarreal,4,248,1,0.25,248.0
2027,Villarreal_Player11,Villarreal,25,575,2,0.08,287.5
2027,Villarreal_Player12,Villarreal,17,799,8,0.47058823529411764,99.875
2027,Villarreal_Player13,Villarreal,2,156,0,0.0,156.0
2027,Villarreal_Player14,Villarreal,31,1085,3,0.0967741935483871,361.6666666666667
2027,Villarreal_Player15,Villarreal,4,344,1,0.25,344.0
2027,Villarreal_Player16,Villarreal,10,620,3,0.3,206.66666666666666
2027,Villarreal_Player17,Villarreal,2,186,0,0.0,186.0
2027,Villarreal_Player18,Villarreal,26,1404,9,0.34615384615384615,156.0
2027,Villarreal_Player19,Villarreal,12,984,4,0.3333333333333333,246.0
2027,Villarreal_Player20,Villarreal,28,1512,8,0.2857142857142857,189.0
2027,Villarreal_Player21,Villarreal,32,1696,9,0.28125,188.44444444444446
2027,Villarreal_Player22,Villarreal,12,216,2,0.16666666666666666,108.0
2027,Villarreal_Player23,Villarreal,36,2880,14,0.3888888888888889,205.71428571428572
2027,Villarreal_Player24,Villarreal,11,495,4,0.36363636363636365,123.75
2027,Villarreal_Player25,Villarreal,33,2541,10,0.30303030303030304,254.1
2027,Valencia_Player1,Valencia,21,693,6,0.2857142857142857,115.5
2027,Valencia_Player2,Valencia,20,1820,6,0.3,303.3333333333333
2027,Valencia_Player3,Valencia,7,574,4,0.5714285714285714,143.5
2027,Valencia_Player4,Valencia,34,1972,9,0.2647058823529412,219.11111111111111
2027,Valencia_Player5,Valencia,27,1890,12,0.4444444444444444,157.5
2027,Valencia_Player6,Valencia,14,812,3,0.21428571428571427,270.6666666666667
2027,Valencia_Player7,Valencia,3,108,0,0.0,108.0
2027,Valencia_Player8,Valencia,8,496,3,0.375,165.33333333333334
2027,Valencia_Player9,Valencia,3,234,0,0.0,234.0
2027,Valencia_Player10,Valencia,27,2403,7,0.25925925925925924,343.2857142857143
2027,Valencia_Player11,Valencia,8,744,1,0.125,744.0
2027,Valencia_Player12,Valencia,2,164,0,0.0,164.0
2027,Valencia_Player13,Valencia,30,1740,10,0.3333333333333333,174.0
2027,Valencia_Player14,Valencia,10,460,1,0.1,460.0
2027,Valencia_Player15,Valencia,0,0,0,0.0,0.0
2027,Valencia_Player16,Valencia,25,1550,12,0.48,129.16666666666666
2027,Valencia_Player17,Valencia,13,1053,6,0.46153846153846156,175.5
2027,Valencia_Player18,Valencia,2,54,0,0.0,54.0
2027,Valencia_Player19,Valencia,33,2277,15,0.45454545454545453,151.8
2027,Valencia_Player20,Valencia,8,528,3,0.375,176.0
2027,Valencia_Player21,Valencia,11,330,2,0.18181818181818182,165.0
2027,Valencia_Player22,Valencia,13,559,7,0.5384615384615384,79.85714285714286
2027,Valencia_Player23,Valencia,7,609,2,0.2857142857142857,304.5
2027,Valencia_Player24,Valencia,22,2002,5,0.22727272727272727,400.4
2027,Valencia_Player25,Valencia,15,600,3,0.2,200.0
2027,Sevilla_Player1,Sevilla,19,418,6,0.3157894736842105,69.66666666666667
2027,Sevilla_Player2,Sevilla,36,1728,7,0.19444444444444445,246.85714285714286
2027,Sevilla_Player3,Sevilla,32,672,2,0.0625,336.0
2027,Sevilla_Player4,Sevilla,25,1900,11,0.44,172.72727272727272
2027,Sevilla_Player5,Sevilla,36,2484,4,0.1111111111111111,621.0
2027,Sevilla_Player6,Sevilla,27,1242,16,0.5925925925925926,77.625
2027,Sevilla_Player7,Sevilla,13,481,3,0.23076923076923078,160.33333333333334
2027,Sevilla_Player8,Sevilla,34,1088,8,0.23529411764705882,136.0
2027,Sevilla_Player9,Sevilla,11,803,6,0.5454545454545454,133.83333333333334
2027,Sevilla_Player10,Sevilla,16,1392,5,0.3125,278.4
2027,Sevilla_Player11,Sevilla,29,870,5,0.1724137931034483,174.0
2027,Sevilla_Player12,Sevilla,20,1100,7,0.35,157.14285714285714
2027,Sevilla_Player13,Sevilla,4,328,0,0.0,328.0
2027,Sevilla_Player14,Sevilla,13,689,3,0.23076923076923078,229.66666666666666
2027,Sevilla_Player15,Sevilla,28,784,3,0.10714285714285714,261.3333333333333
2027,Sevilla_Player16,Sevilla,34,2278,15,0.4411764705882353,151.86666666666667
2027,Sevilla_Player17,Sevilla,37,2257,9,0.24324324324324326,250.77777777777777
2027,Sevilla_Player18,Sevilla,19,1729,7,0.3684210526315789,247.0
2027,Sevilla_Player19,Sevilla,13,182,4,0.3076923076923077,45.5
2027,Sevilla_Player20,Sevilla,13,1131,2,0.15384615384615385,565.5
2027,Sevilla_Player21,Sevilla,35,560,11,0.3142857142857143,50.90909090909091
2027,Sevilla_Player22,Sevilla,28,924,7,0.25,132.0
2027,Sevilla_Player23,Sevilla,32,1984,9,0.28125,220.44444444444446
2027,Sevilla_Player24,Sevilla,12,516,1,0.08333333333333333,516.0
2027,Sevilla_Player25,Sevilla,1,27,0,0.0,27.0
2027,Getafe_Player1,Getafe,17,697,3,0.17647058823529413,232.33333333333334
2027,Getafe_Player2,Getafe,8,424,4,0.5,106.0
2027,Getafe_Player3,Getafe,29,2320,12,0.41379310344827586,193.33333333333334
2027,Getafe_Player4,Getafe,10,680,3,0.3,226.66666666666666
2027,Getafe_Player5,Getafe,13,546,3,0.23076923076923078,182.0
2027,Getafe_Player6,Getafe,5,120,1,0.2,120.0
2027,Getafe_Player7,Getafe,29,1247,8,0.27586206896551724,155.875
2027,Getafe_Player8,Getafe,1,22,0,0.0,22.0
2027,Getafe_Player9,Getafe,3,279,0,0.0,279.0
2027,Getafe_Player10,Getafe,13,507,2,0.15384615384615385,253.5
2027,Getafe_Player11,Getafe,1,64,1,1.0,64.0
2027,Getafe_Player12,Getafe,30,2700,9,0.3,300.0
2027,Getafe_Player13,Getafe,22,506,5,0.22727272727272727,101.2
2027,Getafe_Player14,Getafe,37,2183,13,0.35135135135135137,167.92307692307693
2027,Getafe_Player15,Getafe,7,301,2,0.2857142857142857,150.5
2027,Getafe_Player16,Getafe,21,1029,7,0.3333333333333333,147.0
2027,Getafe_Player17,Getafe,33,528,9,0.2727272727272727,58.666666666666664
2027,Getafe_Player18,Getafe,24,2256,8,0.3333333333333333,282.0
2027,Getafe_Player19,Getafe,35,3010,12,0.34285714285714286,250.83333333333334
2027,Getafe_Player20,Getafe,8,712,3,0.375,237.33333333333334
2027,Getafe_Player21,Getafe,31,1829,11,0.3548387096774194,166.27272727272728
2027,Getafe_Player22,Getafe,14,1190,5,0.35714285714285715,238.0
2027,Getafe_Player23,Getafe,4,168,0,0.0,168.0
2027,Getafe_Player24,Getafe,13,338,1,0.07692307692307693,338.0
2027,Getafe_Player25,Getafe,12,432,6,0.5,72.0
2027,Osasuna_Player1,Osasuna,3,279,0,0.0,279.0
2027,Osasuna_Player2,Osasuna,26,1716,5,0.19230769230769232,343.2
2027,Osasuna_Player3,Osasuna,25,700,8,0.32,87.5
2027,Osasuna_Player4,Osasuna,21,567,3,0.14285714285714285,189.0
2027,Osasuna_Player5,Osasuna,29,1015,9,0.3103448275862069,112.77777777777777
2027,Osasuna_Player6,Osasuna,22,1056,10,0.45454545454545453,105.6
2027,Osasuna_Player7,Osasuna,28,1288,11,0.39285714285714285,117.0909090909091
2027,Osasuna_Player8,Osasuna,4,344,2,0.5,172.0
2027,Osasuna_Player9,Osasuna,23,621,8,0.34782608695652173,77.625
2027,Osasuna_Player10,Osasuna,5,185,0,0.0,185.0
2027,Osasuna_Player11,Osasuna,22,1738,9,0.4090909090909091,193.11111111111111
2027,Osasuna_Player12,Osasuna,26,1482,14,0.5384615384615384,105.85714285714286
2027,Osasuna_Player13,Osasuna,3,42,2,0.6666666666666666,21.0
2027,Osasuna_Player14,Osasuna,27,1404,10,0.37037037037037035,140.4
2027,Osasuna_Player15,Osasuna,36,396,11,0.3055555555555556,36.0
2027,Osasuna_Player16,Osasuna,33,1683,10,0.30303030303030304,168.3
2027,Osasuna_Player17,Osasuna,16,1104,4,0.25,276.0
2027,Osasuna_Player18,Osasuna,35,560,10,0.2857142857142857,56.0
2027,Osasuna_Player19,Osasuna,16,464,4,0.25,116.0
2027,Osasuna_Player20,Osasuna,0,0,0,0.0,0.0
2027,Osasuna_Player21,Osasuna,30,1050,4,0.13333333333333333,262.5
2027,Osasuna_Player22,Osasuna,12,120,2,0.16666666666666666,60.0
2027,Osasuna_Player23,Osasuna,9,333,3,0.3333333333333333,111.0
2027,Osasuna_Player24,Osasuna,2,110,1,0.5,110.0
2027,Osasuna_Player25,Osasuna,6,270,3,0.5,90.0
2027,Las_Player1,Las Palmas,2,56,0,0.0,56.0
2027,Las_Player2,Las Palmas,4,76,1,0.25,76.0
2027,Las_Player3,Las Palmas,34,2040,10,0.29411764705882354,204.0
2027,Las_Player4,Las Palmas,34,2618,10,0.29411764705882354,261.8
2027,Las_Player5,Las Palmas,18,936,7,0.3888888888888889,133.71428571428572
2027,Las_Player6,Las Palmas,23,1127,2,0.08695652173913043,563.5
2027,Las_Player7,Las Palmas,20,440,5,0.25,88.0
2027,Las_Player8,Las Palmas,36,1080,11,0.3055555555555556,98.18181818181819
2027,Las_Player9,Las Palmas,22,836,5,0.22727272727272727,167.2
2027,Las_Player10,Las Palmas,22,528,8,0.36363636363636365,66.0
2027,Las_Player11,Las Palmas,7,546,2,0.2857142857142857,273.0
2027,Las_Player12,Las Palmas,3,171,1,0.3333333333333333,171.0
2027,Las_Player13,Las Palmas,5,445,3,0.6,148.33333333333334
2027,Las_Player14,Las Palmas,9,405,6,0.6666666666666666,67.5
2027,Las_Player15,Las Palmas,32,960,6,0.1875,160.0
2027,Las_Player16,Las Palmas,32,1280,8,0.25,160.0
2027,Las_Player17,Las Palmas,36,1692,13,0.3611111111111111,130.15384615384616
2027,Las_Player18,Las Palmas,23,1426,9,0.391304347826087,158.44444444444446
2027,Las_Player19,Las Palmas,15,1185,6,0.4,197.5
2027,Las_Player20,Las Palmas,36,504,13,0.3611111111111111,38.76923076923077
2027,Las_Player21,Las Palmas,5,55,2,0.4,27.5
2027,Las_Player22,Las Palmas,24,432,8,0.3333333333333333,54.0
2027,Las_Player23,Las Palmas,0,0,0,0.0,0.0
2027,Las_Player24,Las Palmas,8,552,2,0.25,276.0
2027,Las_Player25,Las Palmas,26,1248,10,0.38461538461538464,124.8
2027,Almería_Player1,Almería,12,1020,1,0.08333333333333333,1020.0
2027,Almería_Player2,Almería,26,2366,2,0.07692307692307693,1183.0
2027,Almería_Player3,Almería,8,384,4,0.5,96.0
2027,Almería_Player4,Almería,9,720,1,0.1111111111111111,720.0
2027,Almería_Player5,Almería,30,1980,3,0.1,660.0
2027,Almería_Player6,Almería,3,96,0,0.0,96.0
2027,Almería_Player7,Almería,2,24,1,0.5,24.0
2027,Almería_Player8,Almería,9,522,2,0.2222222222222222,261.0
2027,Almería_Player9,Almería,22,1870,5,0.22727272727272727,374.0
2027,Almería_Player10,Almería,2,22,0,0.0,22.0
2027,Almería_Player11,Almería,37,555,12,0.32432432432432434,46.25
2027,Almería_Player12,Almería,12,468,2,0.16666666666666666,234.0
2027,Almería_Player13,Almería,19,817,8,0.42105263157894735,102.125
2027,Almería_Player14,Almería,5,215,1,0.2,215.0
2027,Almería_Player15,Almería,19,418,4,0.21052631578947367,104.5
2027,Almería_Player16,Almería,35,595,12,0.34285714285714286,49.583333333333336
2027,Almería_Player17,Almería,26,1794,7,0.2692307692307692,256.2857142857143
2027,Almería_Player18,Almería,3,231,1,0.3333333333333333,231.0
2027,Almería_Player19,Almería,29,1566,13,0.4482758620689655,120.46153846153847
2027,Almería_Player20,Almería,23,437,2,0.08695652173913043,218.5
2027,Almería_Player21,Almería,16,1280,5,0.3125,256.0
2027,Almería_Player22,Almería,27,2106,5,0.18518518518518517,421.2
2027,Almería_Player23,Almería,11,990,2,0.18181818181818182,495.0
2027,Almería_Player24,Almería,0,0,0,0.0,0.0
2027,Almería_Player25,Almería,36,1908,11,0.3055555555555556,173.45454545454547
2027,Granada_Player1,Granada,17,1530,6,0.35294117647058826,255.0
2027,Granada_Player2,Granada,26,1612,8,0.3076923076923077,201.5
2027,Granada_Player3,Granada,10,570,0,0.0,570.0
2027,Granada_Player4,Granada,10,820,2,0.2,410.0
2027,Granada_Player5,Granada,28,2576,5,0.17857142857142858,515.2
2027,Granada_Player6,Granada,21,1785,8,0.38095238095238093,223.125
2027,Granada_Player7,Granada,4,236,2,0.5,118.0
2027,Granada_Player8,Granada,30,630,9,0.3,70.0
2027,Granada_Player9,Granada,30,1590,7,0.23333333333333334,227.14285714285714
2027,Granada_Player10,Granada,20,1720,7,0.35,245.71428571428572
2027,Granada_Player11,Granada,17,1530,4,0.23529411764705882,382.5
2027,Granada_Player12,Granada,12,1020,0,0.0,1020.0
2027,Granada_Player13,Granada,23,989,4,0.17391304347826086,247.25
2027,Granada_Player14,Granada,7,378,2,0.2857142857142857,189.0
2027,Granada_Player15,Granada,0,0,0,0.0,0.0
2027,Granada_Player16,Granada,16,1136,4,0.25,284.0
2027,Granada_Player17,Granada,12,144,7,0.5833333333333334,20.571428571428573
2027,Granada_Player18,Granada,1,84,1,1.0,84.0
2027,Granada_Player19,Granada,4,48,4,1.0,12.0
2027,Granada_Player20,Granada,9,675,1,0.1111111111111111,675.0
2027,Granada_Player21,Granada,20,880,5,0.25,176.0
2027,Granada_Player22,Granada,9,792,3,0.3333333333333333,264.0
2027,Granada_Player23,Granada,2,150,0,0.0,150.0
2027,Granada_Player24,Granada,8,664,3,0.375,221.33333333333334
2027,Granada_Player25,Granada,26,1092,9,0.34615384615384615,121.33333333333333
2027,Mallorca_Player1,Mallorca,6,174,2,0.3333333333333333,87.0
2027,Mallorca_Player2,Mallorca,13,377,1,0.07692307692307693,377.0
2027,Mallorca_Player3,Mallorca,25,2275,3,0.12,758.3333333333334
2027,Mallorca_Player4,Mallorca,34,782,12,0.35294117647058826,65.16666666666667
2027,Mallorca_Player5,Mallorca,13,1222,3,0.23076923076923078,407.3333333333333
2027,Mallorca_Player6,Mallorca,0,0,0,0.0,0.0
2027,Mallorca_Player7,Mallorca,6,366,6,1.0,61.0
2027,Mallorca_Player8,Mallorca,17,306,4,0.23529411764705882,76.5
2027,Mallorca_Player9,Mallorca,35,2800,7,0.2,400.0
2027,Mallorca_Player10,Mallorca,13,494,3,0.23076923076923078,164.66666666666666
2027,Mallorca_Player11,Mallorca,23,1518,7,0.30434782608695654,216.85714285714286
2027,Mallorca_Player12,Mallorca,15,780,1,0.06666666666666667,780.0
2027,Mallorca_Player13,Mallorca,7,329,0,0.0,329.0
2027,Mallorca_Player14,Mallorca,30,2670,13,0.43333333333333335,205.3846153846154
2027,Mallorca_Player15,Mallorca,8,496,5,0.625,99.2
2027,Mallorca_Player16,Mallorca,31,465,10,0.3225806451612903,46.5
2027,Mallorca_Player17,Mallorca,35,3150,16,0.45714285714285713,196.875
2027,Mallorca_Player18,Mallorca,19,1121,4,0.21052631578947367,280.25
2027,Mallorca_Player19,Mallorca,8,744,1,0.125,744.0
2027,Mallorca_Player20,Mallorca,8,312,4,0.5,78.0
2027,Mallorca_Player21,Mallorca,0,0,0,0.0,0.0
2027,Mallorca_Player22,Mallorca,8,264,1,0.125,264.0
2027,Mallorca_Player23,Mallorca,3,102,2,0.6666666666666666,51.0
2027,Mallorca_Player24,Mallorca,3,156,0,0.0,156.0
2027,Mallorca_Player25,Mallorca,13,1183,6,0.46153846153846156,197.16666666666666
2027,Rayo_Player1,Rayo Vallecano,35,3080,12,0.34285714285714286,256.6666666666667
2027,Rayo_Player2,Rayo Vallecano,15,420,5,0.3333333333333333,84.0
2027,Rayo_Player3,Rayo Vallecano,14,518,3,0.21428571428571427,172.66666666666666
2027,Rayo_Player4,Rayo Vallecano,0,0,0,0.0,0.0
2027,Rayo_Player5,Rayo Vallecano,21,1533,9,0.42857142857142855,170.33333333333334
2027,Rayo_Player6,Rayo Vallecano,27,2160,14,0.5185185185185185,154.28571428571428
2027,Rayo_Player7,Rayo Vallecano,36,828,9,0.25,92.0
2027,Rayo_Player8,Rayo Vallecano,12,588,4,0.3333333333333333,147.0
2027,Rayo_Player9,Rayo Vallecano,12,408,7,0.5833333333333334,58.285714285714285
2027,Rayo_Player10,Rayo Vallecano,15,330,5,0.3333333333333333,66.0
2027,Rayo_Player11,Rayo Vallecano,17,612,6,0.35294117647058826,102.0
2027,Rayo_Player12,Rayo Vallecano,35,630,9,0.2571428571428571,70.0
2027,Rayo_Player13,Rayo Vallecano,31,2356,2,0.06451612903225806,1178.0
2027,Rayo_Player14,Rayo Vallecano,19,1235,1,0.05263157894736842,1235.0
2027,Rayo_Player15,Rayo Vallecano,7,644,1,0.14285714285714285,644.0
2027,Rayo_Player16,Rayo Vallecano,13,403,5,0.38461538461538464,80.6
2027,Rayo_Player17,Rayo Vallecano,32,2112,9,0.28125,234.66666666666666
2027,Rayo_Player18,Rayo Vallecano,22,1936,6,0.2727272727272727,322.6666666666667
2027,Rayo_Player19,Rayo Vallecano,23,506,6,0.2608695652173913,84.33333333333333
2027,Rayo_Player20,Rayo Vallecano,25,1500,7,0.28,214.28571428571428
2027,Rayo_Player21,Rayo Vallecano,17,986,2,0.11764705882352941,493.0
2027,Rayo_Player22,Rayo Vallecano,27,999,12,0.4444444444444444,83.25
2027,Rayo_Player23,Rayo Vallecano,22,616,8,0.36363636363636365,77.0
2027,Rayo_Player24,Rayo Vallecano,34,884,10,0.29411764705882354,88.4
2027,Rayo_Player25,Rayo Vallecano,16,1440,4,0.25,360.0
2027,Cádiz_Player1,Cádiz,31,1395,12,0.3870967741935484,116.25
2027,Cádiz_Player2,Cádiz,30,600,9,0.3,66.66666666666667
2027,Cádiz_Player3,Cádiz,15,330,3,0.2,110.0
2027,Cádiz_Player4,Cádiz,26,1898,9,0.34615384615384615,210.88888888888889
2027,Cádiz_Player5,Cádiz,25,2025,3,0.12,675.0
2027,Cádiz_Player6,Cádiz,3,267,2,0.6666666666666666,133.5
2027,Cádiz_Player7,Cádiz,19,627,6,0.3157894736842105,104.5
2027,Cádiz_Player8,Cádiz,7,616,1,0.14285714285714285,616.0
2027,Cádiz_Player9,Cádiz,19,418,6,0.3157894736842105,69.66666666666667
2027,Cádiz_Player10,Cádiz,35,1505,10,0.2857142857142857,150.5
2027,Cádiz_Player11,Cádiz,32,352,10,0.3125,35.2
2027,Cádiz_Player12,Cádiz,31,2542,11,0.3548387096774194,231.0909090909091
2027,Cádiz_Player13,Cádiz,22,968,3,0.13636363636363635,322.6666666666667
2027,Cádiz_Player14,Cádiz,22,528,3,0.13636363636363635,176.0
2027,Cádiz_Player15,Cádiz,5,340,0,0.0,340.0
2027,Cádiz_Player16,Cádiz,27,972,7,0.25925925925925924,138.85714285714286
2027,Cádiz_Player17,Cádiz,27,1971,5,0.18518518518518517,394.2
2027,Cádiz_Player18,Cádiz,29,2697,7,0.2413793103448276,385.2857142857143
2027,Cádiz_Player19,Cádiz,31,2139,12,0.3870967741935484,178.25
2027,Cádiz_Player20,Cádiz,34,2074,9,0.2647058823529412,230.44444444444446
2027,Cádiz_Player21,Cádiz,14,140,3,0.21428571428571427,46.666666666666664
2027,Cádiz_Player22,Cádiz,8,656,4,0.5,164.0
2027,Cádiz_Player23,Cádiz,10,470,4,0.4,117.5
2027,Cádiz_Player24,Cádiz,3,132,2,0.6666666666666666,66.0
2027,Cádiz_Player25,Cádiz,12,324,0,0.0,324.0
2027,Alavés_Player1,Alavés,0,0,0,0.0,0.0
2027,Alavés_Player2,Alavés,20,1040,11,0.55,94.54545454545455
2027,Alavés_Player3,Alavés,23,2162,11,0.4782608695652174,196.54545454545453
2027,Alavés_Player4,Alavés,36,1944,15,0.4166666666666667,129.6
2027,Alavés_Player5,Alavés,1,59,0,0.0,59.0
2027,Alavés_Player6,Alavés,19,1159,6,0.3157894736842105,193.16666666666666
2027,Alavés_Player7,Alavés,0,0,0,0.0,0.0
2027,Alavés_Player8,Alavés,26,416,9,0.34615384615384615,46.22222222222222
2027,Alavés_Player9,Alavés,20,660,3,0.15,220.0
2027,Alavés_Player10,Alavés,29,899,7,0.2413793103448276,128.42857142857142
2027,Alavés_Player11,Alavés,36,756,10,0.2777777777777778,75.6
2027,Alavés_Player12,Alavés,18,1404,4,0.2222222222222222,351.0
2027,Alavés_Player13,Alavés,20,200,11,0.55,18.181818181818183
2027,Alavés_Player14,Alavés,30,450,12,0.4,37.5
2027,Alavés_Player15,Alavés,13,650,5,0.38461538461538464,130.0
2027,Alavés_Player16,Alavés,20,1140,4,0.2,285.0
2027,Alavés_Player17,Alavés,32,1024,10,0.3125,102.4
2027,Alavés_Player18,Alavés,12,396,1,0.08333333333333333,396.0
2027,Alavés_Player19,Alavés,24,1416,11,0.4583333333333333,128.72727272727272
2027,Alavés_Player20,Alavés,30,2250,11,0.36666666666666664,204.54545454545453
2027,Alavés_Player21,Alavés,18,792,1,0.05555555555555555,792.0
2027,Alavés_Player22,Alavés,37,703,15,0.40540540540540543,46.86666666666667
2027,Alavés_Player23,Alavés,37,925,12,0.32432432432432434,77.08333333333333
2027,Alavés_Player24,Alavés,32,480,14,0.4375,34.285714285714285
2027,Alavés_Player25,Alavés,20,1880,9,0.45,208.88888888888889
2027,Celta_Player1,Celta Vigo,23,1081,5,0.21739130434782608,216.2
2027,Celta_Player2,Celta Vigo,21,1092,9,0.42857142857142855,121.33333333333333
2027,Celta_Player3,Celta Vigo,14,630,4,0.2857142857142857,157.5
2027,Celta_Player4,Celta Vigo,37,2516,15,0.40540540540540543,167.73333333333332
2027,Celta_Player5,Celta Vigo,4,308,0,0.0,308.0
2027,Celta_Player6,Celta Vigo,15,510,6,0.4,85.0
2027,Celta_Player7,Celta Vigo,15,1020,11,0.7333333333333333,92.72727272727273
2027,Celta_Player8,Celta Vigo,29,2407,6,0.20689655172413793,401.1666666666667
2027,Celta_Player9,Celta Vigo,8,648,2,0.25,324.0
2027,Celta_Player10,Celta Vigo,32,2560,12,0.375,213.33333333333334
2027,Celta_Player11,Celta Vigo,6,228,1,0.16666666666666666,228.0
2027,Celta_Player12,Celta Vigo,7,357,2,0.2857142857142857,178.5
2027,Celta_Player13,Celta Vigo,19,475,5,0.2631578947368421,95.0
2027,Celta_Player14,Celta Vigo,3,189,1,0.3333333333333333,189.0
2027,Celta_Player15,Celta Vigo,8,752,3,0.375,250.66666666666666
2027,Celta_Player16,Celta Vigo,24,840,9,0.375,93.33333333333333
2027,Celta_Player17,Celta Vigo,26,1222,7,0.2692307692307692,174.57142857142858
2027,Celta_Player18,Celta Vigo,37,888,10,0.2702702702702703,88.8
2027,Celta_Player19,Celta Vigo,37,2553,9,0.24324324324324326,283.6666666666667
2027,Celta_Player20,Celta Vigo,17,1122,4,0.23529411764705882,280.5
2027,Celta_Player21,Celta Vigo,8,80,3,0.375,26.666666666666668
2027,Celta_Player22,Celta Vigo,18,1152,6,0.3333333333333333,192.0
2027,Celta_Player23,Celta Vigo,33,1386,6,0.18181818181818182,231.0
2027,Celta_Player24,Celta Vigo,8,144,2,0.25,72.0
2027,Celta_Player25,Celta Vigo,31,2325,9,0.2903225806451613,258.3333333333333
2028,Real_Player1,Real Madrid,6,102,2,0.3333333333333333,51.0
2028,Real_Player2,Real Madrid,16,752,7,0.4375,107.42857142857143
2028,Real_Player3,Real Madrid,21,819,4,0.19047619047619047,204.75
2028,Real_Player4,Real Madrid,0,0,0,0.0,0.0
2028,Real_Player5,Real Madrid,14,574,7,0.5,82.0
2028,Real_Player6,Real Madrid,36,1656,10,0.2777777777777778,165.6
2028,Real_Player7,Real Madrid,23,851,8,0.34782608695652173,106.375
2028,Real_Player8,Real Madrid,21,1533,11,0.5238095238095238,139.36363636363637
2028,Real_Player9,Real Madrid,28,280,14,0.5,20.0
2028,Real_Player10,Real Madrid,23,805,9,0.391304347826087,89.44444444444444
2028,Real_Player11,Real Madrid,21,672,4,0.19047619047619047,168.0
2028,Real_Player12,Real Madrid,6,552,4,0.6666666666666666,138.0
2028,Real_Player13,Real Madrid,12,1080,2,0.16666666666666666,540.0
2028,Real_Player14,Real Madrid,17,1173,7,0.4117647058823529,167.57142857142858
2028,Real_Player15,Real Madrid,27,351,7,0.25925925925925924,50.142857142857146
2028,Real_Player16,Real Madrid,15,840,4,0.26666666666666666,210.0
2028,Real_Player17,Real Madrid,13,1131,5,0.38461538461538464,226.2
2028,Real_Player18,Real Madrid,19,1577,7,0.3684210526315789,225.28571428571428
2028,Real_Player19,Real Madrid,33,1056,9,0.2727272727272727,117.33333333333333
2028,Real_Player20,Real Madrid,7,455,4,0.5714285714285714,113.75
2028,Real_Player21,Real Madrid,21,1071,7,0.3333333333333333,153.0
2028,Real_Player22,Real Madrid,16,880,3,0.1875,293.3333333333333
2028,Real_Player23,Real Madrid,18,1440,7,0.3888888888888889,205.71428571428572
2028,Real_Player24,Real Madrid,34,1938,12,0.35294117647058826,161.5
2028,Real_Player25,Real Madrid,8,744,4,0.5,186.0
